"EmployeeID","Attrition","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","BusinessTravel","Department","DistanceFromHome","Education","Gender","JobLevel","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"2432","No","4","3","3","3","3","29","Travel_Rarely","Research & Development","2","2","Male","2","Married","192370","9","11","8","1","9","2","5","1","2"
"2433","No","3","4","2","1","3","36","Travel_Rarely","Human Resources","1","4","Female","3","Single","41070","3","11","8","1","17","2","13","6","7"
"2434","No","3","3","2","2","3","45","Non-Travel","Sales","2","3","Female","2","Married","83960","3","15","8","2","25","3","23","14","4"
"2435","Yes","4","3","3","2","3","24","Travel_Rarely","Sales","6","2","Female","2","Married","20070","1","12","8","0","1","2","1","0","0"
"2436","Yes","3","3","1","3","3","47","Travel_Frequently","Research & Development","1","3","Female","2","Married","196270","7","11","8","2","25","1","23","14","10"
"2437","No","4","3","4","3","3","26","Travel_Rarely","Research & Development","9","1","Male","1","Married","106860","1","14","8","1","3","2","3","0","2"
"2438","No","4","2","3","3","4","45","Travel_Rarely","Research & Development","1","4","Male","1","Single","29420","1","22","8","1","21","4","21","8","6"
"2439","No","1","3","2","3","3","32","Travel_Frequently","Sales","1","1","Male","2","Married","88580","6","16","8","1","10","2","5","1","3"
"2440","No","2","3","4","3","3","31","Travel_Rarely","Research & Development","14","2","Male","1","Married","167560","1","11","8","2","6","5","5","0","3"
"2441","No","3","2","3","1","3","41","Non-Travel","Sales","2","2","Male","2","Married","107980","6","14","8","2","10","5","3","1","2"
"2442","No","2","1","3","3","3","40","Travel_Rarely","Research & Development","22","2","Male","1","Married","23230","2","16","8","1","18","2","1","0","0"
"2443","No","2","1","4","2","3","24","Travel_Rarely","Research & Development","3","3","Female","1","Divorced","14160","1","15","8","1","6","3","6","1","2"
"2444","No","3","2","3","2","3","46","Travel_Rarely","Research & Development","6","3","Male","4","Single","46150","6","12","8","0","19","3","10","0","9"
"2445","No","4","3","3","3","4","35","Travel_Rarely","Sales","8","4","Male","1","Married","24610","2","20","8","1","17","4","7","0","7"
"2446","No","2","4","2","3","3","30","Travel_Rarely","Sales","9","4","Male","1","Married","87220","1","17","8","1","10","3","10","0","8"
"2447","No","3","2","1","3","3","47","Non-Travel","Research & Development","3","2","Female","2","Married","39550","7","12","8","1","4","5","1","0","0"
"2448","No","3","4","2","3","4","46","Travel_Rarely","Research & Development","1","4","Female","3","Divorced","99570","4","20","8","0","13","1","10","0","3"
"2449","Yes","2","1","3","3","4","36","Travel_Rarely","Research & Development","1","3","Male","2","Divorced","33760","5","20","8","0","16","3","2","2","2"
"2450","Yes","1","2","3","3","3","32","Travel_Rarely","Research & Development","26","3","Female","2","Single","88230","6","13","8","2","10","3","0","0","0"
"2451","No","3","2","1","3","3","23","Travel_Rarely","Sales","6","4","Male","3","Single","103220","1","14","8","2","3","2","3","1","2"
"2452","No","4","4","2","3","3","31","Travel_Frequently","Sales","3","3","Male","2","Single","46210","2","18","8","1","9","3","5","1","4"
"2453","No","4","4","3","2","3","39","Non-Travel","Research & Development","3","3","Female","2","Married","109760","1","11","8","0","9","3","9","5","8"
"2454","No","4","3","1","2","3","32","Travel_Rarely","Research & Development","6","3","Male","1","Married","36600","3","11","8","2","10","0","4","0","2"
"2455","No","2","2","2","2","3","40","Travel_Rarely","Sales","6","3","Male","3","Single","104820","1","11","8","1","21","6","21","12","8"
"2456","No","3","3","4","3","3","45","Travel_Rarely","Research & Development","19","4","Male","1","Married","71190","4","15","8","0","9","2","5","0","3"
"2457","No","4","1","3","3","3","30","Travel_Frequently","Sales","9","3","Male","1","Single","95820","0","12","8","1","10","2","9","0","7"
"2458","No","1","4","3","3","3","24","Travel_Frequently","Sales","3","4","Male","1","Married","45080","0","11","8","1","3","5","2","2","1"
"2459","Yes","3","4","2","3","3","30","Travel_Frequently","Research & Development","10","3","Female","1","Divorced","22070","6","14","8","0","6","4","4","1","2"
"2460","No","1","3","3","4","3","31","Travel_Rarely","Research & Development","3","2","Male","3","Married","77560","1","15","8","2","6","3","5","0","2"
"2461","No","3","4","2","2","3","27","Travel_Rarely","Sales","3","3","Male","1","Single","66940","1","13","8","1","6","2","6","1","4"
"2462","Yes","2","2","3","3","3","29","Travel_Rarely","Sales","4","3","Male","5","Single","36910","1","13","8","0","2","3","2","2","2"
"2463","No","4","3","4","3","4","29","Travel_Frequently","Research & Development","8","4","Female","1","Single","23770","8","21","8","1","10","2","3","0","2"
"2464","No","3","1","3","3","3","30","Travel_Rarely","Sales","7","3","Male","3","Divorced","23130","2","11","8","0","12","5","7","1","7"
"2465","No","4","4","3","2","3","34","Travel_Rarely","Research & Development","1","2","Female","2","Married","176650","0","11","8","0","6","5","5","1","2"
"2466","No","4","2","2","3","3","33","Non-Travel","Research & Development","2","4","Male","1","Single","25960","8","14","8","1","13","4","11","1","7"
"2467","No","4","4","4","3","3","49","Travel_Rarely","Sales","3","4","Male","1","Single","47280","3","11","8","1","8","4","5","0","4"
"2468","Yes","1","1","2","1","3","33","Travel_Rarely","Research & Development","10","3","Male","1","Single","43020","2","13","8","0","11","3","0","0","0"
"2469","No","3","2","2","3","3","38","Travel_Frequently","Research & Development","28","3","Male","1","Married","29790","4","12","8","1","9","3","6","0","5"
"2470","Yes","1","3","3","3","3","31","Travel_Rarely","Human Resources","9","4","Male","2","Married","168850","2","14","8","2","10","2","1","0","0"
"2471","No","4","1","3","3","3","29","Travel_Rarely","Research & Development","3","4","Female","2","Divorced","55930","1","13","8","1","1","3","1","0","0"
"2472","No","3","3","3","3","3","30","Travel_Rarely","Research & Development","2","1","Male","1","Married","104450","3","18","8","1","10","3","7","1","7"
"2473","No","2","2","3","3","3","32","Non-Travel","Research & Development","10","4","Female","1","Single","87400","2","11","8","1","12","2","7","0","7"
"2474","No","2","4","3","2","3","38","Travel_Rarely","Research & Development","8","2","Female","1","Married","25140","3","11","8","0","15","2","1","1","0"
"2475","Yes","3","3","3","3","3","43","Travel_Frequently","Research & Development","1","4","Male","3","Married","76550","9","12","8","1","6","3","1","0","0"
"2476","No","2","2","2","3","3","42","Travel_Rarely","Human Resources","1","3","Female","1","Divorced","174650","8","13","8","1","7","3","5","0","4"
"2477","No","3","NA","3","3","4","55","Travel_Rarely","Research & Development","3","2","Female","1","Married","73510","8","20","8","1","34","3","1","0","0"
"2478","No","4","2","2","3","3","33","Non-Travel","Research & Development","14","3","Male","1","Divorced","108200","5","12","8","0","11","2","9","1","7"
"2479","No","3","1","NA","3","3","41","Travel_Rarely","Research & Development","5","3","Male","1","Divorced","121690","1","19","8","0","5","2","5","0","4"
"2480","No","4","3","3","2","4","34","Non-Travel","Research & Development","7","4","Female","1","Divorced","196260","1","21","8","0","15","5","15","0","7"
"2481","No","1","3","2","4","3","53","Non-Travel","Research & Development","10","4","Male","2","Married","20700","4","13","8","2","27","2","3","0","2"
"2482","No","2","4","3","3","3","43","Travel_Rarely","Sales","16","2","Female","1","Single","67820","0","16","8","1","10","2","9","1","8"
"2483","No","4","4","3","3","3","34","Travel_Rarely","Sales","10","2","Female","5","Single","77790","5","12","8","1","6","2","2","2","2"
"2484","Yes","2","2","3","4","3","21","Travel_Rarely","Sales","1","2","Male","5","Single","27910","1","14","8","0","1","3","1","1","0"
"2485","No","4","3","3","2","3","38","Travel_Rarely","Research & Development","8","2","Female","2","Married","32010","1","11","8","1","5","3","5","0","4"
"2486","Yes","3","1","3","3","3","22","Travel_Rarely","Research & Development","1","3","Male","4","Married","49680","1","14","8","0","1","3","1","0","0"
"2487","No","1","4","3","2","3","31","Travel_Rarely","Research & Development","8","5","Male","5","Married","131200","1","12","8","2","13","6","12","5","7"
"2488","No","1","3","3","3","3","51","Travel_Rarely","Research & Development","1","4","Female","1","Married","40330","2","14","8","0","15","2","2","2","2"
"2489","No","2","2","3","2","3","37","Travel_Rarely","Research & Development","24","1","Male","2","Married","32910","1","16","8","3","5","2","5","0","3"
"2490","No","3","4","3","4","3","46","Travel_Rarely","Sales","3","4","Female","1","Divorced","42720","7","13","8","0","24","3","2","2","2"
"2491","No","4","1","3","2","3","36","Travel_Rarely","Research & Development","27","3","Female","4","Married","50560","7","12","8","0","15","2","12","5","7"
"2492","Yes","3","2","2","4","3","44","Travel_Frequently","Sales","10","4","Male","1","Divorced","28440","1","12","8","0","6","2","5","2","3"
"2493","No","3","2","2","3","3","37","Travel_Rarely","Research & Development","19","2","Male","2","Divorced","27030","2","14","8","0","19","2","10","4","7"
"2494","Yes","3","4","3","3","4","35","Travel_Rarely","Research & Development","15","4","Male","2","Single","19040","1","22","8","1","10","4","10","7","7"
"2495","No","4","1","3","3","3","33","Travel_Rarely","Research & Development","8","5","Male","2","Married","82240","6","19","8","0","14","3","10","7","6"
"2496","No","3","4","4","3","3","28","Travel_Rarely","Sales","9","3","Female","2","Married","47660","1","12","8","0","5","3","5","0","3"
"2497","No","3","3","3","2","3","39","Travel_Rarely","Sales","3","4","Female","2","Single","26100","7","12","8","0","9","2","4","2","2"
"2498","No","2","2","3","3","3","46","Non-Travel","Research & Development","9","2","Male","2","Single","57310","8","17","8","0","6","2","2","2","2"
"2499","No","3","1","2","3","3","40","Travel_Rarely","Research & Development","2","2","Male","1","Married","25390","4","12","8","1","7","3","4","0","2"
"2500","No","2","1","2","3","3","42","Travel_Rarely","Research & Development","7","4","Female","2","Married","57140","5","11","8","0","10","2","0","0","0"
"2501","No","2","4","3","3","3","35","Non-Travel","Sales","10","1","Female","2","Divorced","43230","2","18","8","3","15","3","7","1","7"
"2502","No","1","2","3","3","3","38","Non-Travel","Sales","6","4","Male","3","Divorced","73360","5","11","8","0","13","3","11","3","8"
"2503","Yes","4","1","2","4","4","34","Travel_Frequently","Research & Development","2","1","Male","1","Married","134990","4","23","8","2","11","2","7","0","7"
"2504","Yes","4","1","1","3","3","37","Travel_Rarely","Research & Development","24","3","Male","1","Single","137580","1","11","8","1","10","5","10","0","8"
"2505","No","3","4","3","2","3","39","Travel_Frequently","Research & Development","2","1","Male","2","Divorced","51550","2","18","8","1","7","3","2","2","2"
"2506","No","1","3","2","3","3","43","Non-Travel","Human Resources","8","5","Female","3","Single","22580","4","18","8","0","7","2","3","1","2"
"2507","No","2","2","1","1","3","41","Travel_Rarely","Research & Development","3","3","Male","3","Single","35970","3","13","8","1","11","2","3","1","2"
"2508","No","3","3","4","2","3","41","Travel_Rarely","Research & Development","1","1","Male","3","Divorced","25150","0","18","8","0","23","2","22","13","5"
"2509","No","1","3","3","3","3","30","Travel_Rarely","Sales","26","3","Female","2","Single","44200","9","11","8","0","9","3","7","0","2"
"2510","Yes","4","2","3","2","3","26","Travel_Rarely","Human Resources","2","1","Female","3","Married","65780","0","15","8","2","6","3","5","1","4"
"2511","Yes","4","2","4","3","3","46","Travel_Rarely","Research & Development","10","3","Male","1","Married","44220","4","11","8","1","13","2","9","3","7"
"2512","No","3","4","3","3","3","40","Travel_Rarely","Sales","27","2","Female","3","Divorced","102740","4","18","8","0","12","3","5","0","3"
"2513","No","2","3","3","2","3","34","Travel_Rarely","Research & Development","2","3","Male","2","Married","53430","1","14","8","0","10","5","10","4","8"
"2514","No","2","2","2","3","3","58","Non-Travel","Research & Development","2","4","Male","1","Divorced","23760","4","12","8","1","37","3","16","14","14"
"2515","No","2","3","4","2","3","35","Travel_Rarely","Research & Development","8","1","Female","3","Married","53460","0","14","8","0","6","3","5","0","3"
"2516","No","3","2","3","3","3","47","Travel_Rarely","Research & Development","19","5","Female","2","Divorced","28270","8","14","8","1","28","3","22","14","10"
"2517","No","2","1","3","3","3","40","Travel_Rarely","Research & Development","1","4","Male","2","Divorced","199430","2","13","8","1","15","3","7","7","7"
"2518","No","4","4","2","2","3","54","Travel_Rarely","Sales","27","4","Male","1","Married","31310","4","14","8","0","14","3","7","1","7"
"2519","No","1","1","3","3","3","31","Travel_Frequently","Sales","8","4","Female","3","Married","25520","2","18","8","0","9","2","3","2","2"
"2520","No","3","1","3","3","3","28","Travel_Rarely","Sales","1","2","Male","3","Married","44770","1","15","8","0","3","6","3","1","2"
"2521","No","2","4","2","1","3","38","Travel_Rarely","Research & Development","19","3","Female","2","Married","64740","2","13","8","2","20","3","4","0","3"
"2522","No","3","4","3","2","3","26","Travel_Rarely","Sales","8","3","Female","1","Single","30330","1","12","8","0","5","2","5","1","2"
"2523","No","1","3","3","3","3","58","Travel_Frequently","Research & Development","10","4","Female","1","Married","29360","2","13","8","1","23","3","2","2","2"
"2524","No","2","3","1","3","4","18","Non-Travel","Research & Development","2","3","Male","3","Single","186060","1","24","8","2","0","4","0","0","0"
"2525","Yes","4","1","3","3","3","31","Travel_Rarely","Research & Development","2","3","Male","3","Married","21680","0","14","8","1","2","2","1","0","0"
"2526","Yes","1","1","3","2","3","29","Travel_Rarely","Research & Development","8","2","Male","1","Divorced","28530","4","14","8","1","4","5","2","2","0"
"2527","No","3","3","4","2","3","45","Non-Travel","Sales","1","4","Male","1","Married","170480","4","15","8","0","10","3","8","5","7"
